,store_name,address
138,フレッシュネスバーガー ,静岡県静岡市葵区伝馬町6-1
139,フレッシュネスバーガー ,静岡県浜松市中区板屋町111-2 浜松アクトタワー2階
140,フレッシュネスバーガー ,静岡県伊東市玖須美元和田720-143 伊東ショッピングプラザデュオ1階
141,フレッシュネスバーガー ,愛知県名古屋市千種区東山元町3-70 東山動植物園内
142,フレッシュネスバーガー ,愛知県名古屋市中区栄3-32-32 鳥春ビル1･2階
143,フレッシュネスバーガー ,愛知県名古屋市名東区藤が丘171 マックスバリュー藤が丘1階
144,フレッシュネスバーガー ,愛知県常滑市セントレア1-1 中部国際空港旅客ターミナルビル4階
145,フレッシュネスバーガー ,愛知県日進市赤池町箕ノ手1プライムツリー赤池1階
146,フレッシュネスバーガー ,愛知県知多郡東浦町大字緒川字旭13-2 イオンモール東浦
147,フレッシュネスバーガー ,京都府京都市北区小山北上総町49-1 北大路ビブレ1階
148,フレッシュネスバーガー ,京都府京都市中京区河原町通四条上ル米屋町376-8
149,フレッシュネスバーガー ,京都府京都市山科区安朱中小路町5ビエラ山科1F
150,フレッシュネスバーガー ,大阪府大阪市西区千代崎3丁目中2番1号
151,フレッシュネスバーガー ,大阪府大阪市天王寺区上本町6-3-31 うえほんまちハイハイタウン1階105号
152,フレッシュネスバーガー ,大阪市北区天神橋4-8-12 アークビルディング
153,フレッシュネスバーガー ,大阪府大阪市中央区西心斎橋1-15-12
154,フレッシュネスバーガー ,大阪府大阪市中央区南本町3-3-14 貴田ビル
155,フレッシュネスバーガー ,大阪府大阪市中央区大手前1-7-31 大阪マーチャンダイズ・マート地下2階
156,フレッシュネスバーガー ,大阪市中央区森ノ宮中央2-1-70 もりのみやキューズモールBASE2階
157,フレッシュネスバーガー ,大阪府大阪市中央区西心斎橋1-4-3 心斎橋OPA本館地下2階
158,フレッシュネスバーガー ,大阪府豊中市新千里東町1-1-1 オトカリテ地下1階
159,フレッシュネスバーガー ,大阪府八尾市光町2-3アリオ八尾1階
160,フレッシュネスバーガー ,大阪府寝屋川市香里南之町19-1
161,フレッシュネスバーガー ,兵庫県神戸市中央区三宮町3-6-8
162,フレッシュネスバーガー ,兵庫県神戸市中央区三宮町1-3-3 小林ビル
163,フレッシュネスバーガー ,兵庫県姫路市豆腐町222 ピオレ姫路 ヤング館1階
164,フレッシュネスバーガー ,兵庫県尼崎市潮江1-3-1 あまがさきキューズモール1階
165,フレッシュネスバーガー ,兵庫県西宮市池田町9-7 フレンテ西館1階108号
166,フレッシュネスバーガー ,兵庫県芦屋市大原町9-1 ラポルテ東館1階
167,フレッシュネスバーガー ,奈良県橿原市曲川町7-20-1 イオンモール橿原1F
168,フレッシュネスバーガー ,岡山県岡山市北区下石井1-2-1 イオンモール岡山4階
169,フレッシュネスバーガー ,岡山県倉敷市水江1 イオンモール倉敷1F
170,フレッシュネスバーガー ,広島県広島市東区二葉の里3-5-7グラノード広島1階
